seller_id,seller_click_cnt,seller_add_to_cart_cnt,seller_purchase_cnt,seller_add_to_favorite_cnt,seller_action_total_cnt,seller_purchase_rt
53,12120,11,316,771,13218,0.023906793766076562
54,7781,16,790,558,9145,0.08638600328048114
55,15013,14,381,1045,16453,0.023156871087339694
56,14712,32,548,1202,16494,0.033224202740390445
57,1861,5,75,123,2064,0.036337209302325583
58,3988,10,813,335,5146,0.15798678585308978
59,4164,11,252,176,4603,0.05474690419291766
60,12675,12,2196,779,15662,0.14021197803601074
61,1160,2,117,68,1347,0.08685968819599109
62,7003,1,1207,580,8791,0.13729951086338302
63,24692,82,982,1869,27625,0.03554751131221719
64,378,0,8,9,395,0.020253164556962026
65,4919,7,879,489,6294,0.13965681601525262
66,34942,63,4809,1906,41720,0.11526845637583892
67,2499,1,395,106,3001,0.1316227924025325
68,6848,10,737,370,7965,0.09252981795354677
69,4709,6,200,269,5184,0.038580246913580245
70,2683,6,95,153,2937,0.032345931222335714
71,23451,21,1653,947,26072,0.06340135010739491
72,15226,17,440,1455,17138,0.025673940949935817
73,4936,9,290,400,5635,0.05146406388642413
74,14552,12,815,846,16225,0.05023112480739599
75,2114,3,177,116,2410,0.07344398340248963
76,5406,20,470,318,6214,0.07563566140971999
77,2860,0,56,96,3012,0.01859229747675963
78,8393,14,737,680,9824,0.07502035830618893
79,8700,11,593,789,10093,0.058753591598137325
80,1841,1,136,67,2045,0.06650366748166259
81,2221,7,147,107,2482,0.05922643029814666
82,7520,17,395,467,8399,0.04702940826288844
83,4966,15,556,229,5766,0.09642733263961152
84,17635,41,2221,828,20725,0.10716525934861279
85,1685,4,207,90,1986,0.1042296072507553
86,17712,19,538,1060,19329,0.027833824822805112
87,2847,0,474,285,3606,0.1314475873544093
88,3337,8,155,309,3809,0.04069309530060383
89,4069,10,210,330,4619,0.045464386230785886
90,1782,3,46,79,1910,0.024083769633507852
91,1541,2,73,67,1683,0.04337492572786691
92,2778,4,261,240,3283,0.07950045689917758
93,12076,20,128,1059,13283,0.009636377324399608
94,5962,9,173,449,6593,0.026239951463673594
95,6706,12,228,486,7432,0.030678148546824543
96,2818,3,282,158,3261,0.08647654093836246
97,2088,5,159,99,2351,0.06763079540621013
98,6527,5,914,579,8025,0.11389408099688474
99,451,0,118,17,586,0.20136518771331058
100,4055,7,538,181,4781,0.11252875967370843
101,6653,22,664,378,7717,0.08604379940391343
102,15281,18,869,972,17140,0.05070011668611435
103,2962,5,92,283,3342,0.02752842609216038
104,7124,16,1152,421,8713,0.13221622862389532
105,367,0,45,22,434,0.10368663594470046
106,29324,55,1625,3301,34305,0.04736918816499053
107,4949,8,159,433,5549,0.028653811497567128
108,2539,5,82,193,2819,0.02908832919474991
109,5330,9,202,615,6156,0.03281351526965562
110,1076,5,164,36,1281,0.12802498048399688
111,15080,34,2115,1117,18346,0.11528398560994223
112,1119,3,110,52,1284,0.08566978193146417
113,2000,4,137,146,2287,0.059903804110188016
114,21210,11,1583,1197,24001,0.06595558518395067
115,5551,7,145,187,5890,0.02461799660441426
116,14081,17,753,868,15719,0.04790381067497933
117,1026,2,100,83,1211,0.08257638315441784
118,8785,27,368,521,9701,0.03793423358416658
119,1517,3,112,133,1765,0.06345609065155808
120,6212,11,1017,361,7601,0.13379818444941455
121,72265,121,4780,2699,79865,0.05985099856007012
122,3807,7,168,237,4219,0.039819862526665084
123,1999,3,274,133,2409,0.11374014113740141
124,1225,0,136,37,1398,0.09728183118741059
125,5930,6,66,490,6492,0.010166358595194085
126,207,0,15,9,231,0.06493506493506493
127,9644,4,803,756,11207,0.07165164629249576
128,1382,7,97,56,1542,0.062905317769131
129,2332,4,113,168,2617,0.043179212839128775
130,1835,3,124,195,2157,0.05748725081131201
131,25468,30,1105,2776,29379,0.03761189965621702
132,4887,5,480,362,5734,0.08371119637251483
133,17227,54,1035,1679,19995,0.051762940735183796
134,3386,12,391,202,3991,0.09797043347531947
135,2528,3,104,143,2778,0.037437005039596835
136,6781,6,173,361,7321,0.023630651550334655
137,4337,6,469,215,5027,0.09329620051720708
138,5057,0,519,398,5974,0.08687646468028122
139,29139,37,735,1748,31659,0.023216147067184688
140,10087,17,387,829,11320,0.034187279151943466
141,89427,103,3868,6618,100016,0.03867381219004959
142,13213,29,2610,1494,17346,0.150466966447596
143,894,5,48,75,1022,0.046966731898238745
144,25080,31,1423,1969,28503,0.04992456934357787
145,18504,51,1527,1695,21777,0.0701198512191762
146,2788,2,410,169,3369,0.12169783318492135
147,711,0,108,20,839,0.12872467222884387
148,21047,39,2690,878,24654,0.10911008355642086
149,2765,1,74,127,2967,0.02494101786316144
150,316,2,64,21,403,0.1588089330024814
151,3983,3,519,227,4732,0.10967878275570583
152,6829,12,763,503,8107,0.09411619588010361
153,1084,1,82,116,1283,0.06391270459859703
154,3671,3,734,197,4605,0.15939196525515745
155,2953,2,287,218,3460,0.08294797687861272
156,1603,3,71,131,1808,0.03926991150442478
157,951,4,104,69,1128,0.09219858156028368
158,127816,124,3307,5808,137055,0.024128999306847615
159,3039,2,232,131,3404,0.0681551116333725
160,2148,5,83,108,2344,0.035409556313993173
161,6805,6,474,377,7662,0.06186374314800313
162,960,1,46,63,1070,0.04299065420560748
163,2983,1,198,111,3293,0.06012754327361069
164,395,2,43,34,474,0.09071729957805907
165,12918,23,500,1061,14502,0.034478003034064265
166,4949,0,233,297,5479,0.04252600839569264
167,63235,43,808,2802,66888,0.012079894749431885
168,21103,41,3616,573,25333,0.14273872024631903
169,1287,3,66,85,1441,0.04580152671755725
170,3008,3,184,336,3531,0.05210988388558482
171,6810,16,1004,208,8038,0.1249066932072655
172,9181,28,195,784,10188,0.019140164899882215
173,144415,194,4377,12262,161248,0.02714452272276245
174,2872,3,439,84,3398,0.12919364331959976
175,4534,2,160,348,5044,0.0317208564631245
176,3094,1,389,201,3685,0.10556309362279512
177,1524,2,75,84,1685,0.04451038575667656
178,4901,15,278,317,5511,0.050444565414625296
179,1336,6,126,136,1604,0.07855361596009976
180,1191,6,33,105,1335,0.024719101123595506
181,13810,6,188,675,14679,0.01280741194904285
182,1426,4,114,119,1663,0.06855081178592905
183,2279,2,313,192,2786,0.11234745154343144
184,598893,99,4671,10148,613811,0.007609834297528067
185,82,18,454,758,1312,0.34603658536585363
186,14389,10,1137,986,16522,0.06881733446314006
187,3460,1,309,201,3971,0.07781415260639638
188,7001,9,110,555,7675,0.014332247557003257
189,4101,9,165,280,4555,0.036223929747530186
190,2889,9,307,238,3443,0.08916642462968341
191,32875,22,1278,3755,37930,0.033693646190350646
192,23006,35,2312,921,26274,0.08799573723072239
193,717,1,43,20,781,0.05505761843790013
194,2803,5,231,175,3214,0.07187305538270068
195,14962,7,299,1201,16469,0.01815532212034732
196,2599,5,243,306,3153,0.07706945765937202
197,4660,5,192,390,5247,0.03659233847913093
198,2036,3,284,142,2465,0.1152129817444219
199,33936,86,3463,2180,39665,0.08730618933568637
200,3975,7,494,450,4926,0.10028420625253756
201,2902,4,327,123,3356,0.09743742550655542
202,48444,54,830,2952,52280,0.015876052027543993
203,8309,23,1610,638,10580,0.15217391304347827
204,608,1,70,29,708,0.09887005649717515
205,5462,6,433,309,6210,0.06972624798711755
206,7426,6,662,410,8504,0.07784571966133584
207,20682,38,2294,1159,24173,0.09489926777809954
208,461,0,53,18,532,0.09962406015037593
209,1187,5,85,58,1335,0.06367041198501873
210,1307,1,218,136,1662,0.13116726835138387
211,2350,5,144,169,2668,0.053973013493253376
212,6686,15,952,371,8024,0.11864406779661017
213,9583,17,816,346,10762,0.07582233785541721
214,3787,9,182,155,4133,0.04403580933946286
215,17285,23,1167,844,19319,0.060406853356799003
216,1302,7,117,80,1506,0.07768924302788845
217,1672,1,274,41,1988,0.13782696177062373
218,18779,26,2033,918,21756,0.09344548630262917
219,25915,59,2810,1903,30687,0.09156972007690553
220,5244,7,588,281,6120,0.09607843137254903
221,2801,1,675,234,3711,0.18189167340339532
222,6689,8,595,360,7652,0.07775744903293257
223,1467,0,102,101,1670,0.06107784431137724
224,1305,2,93,88,1488,0.0625
225,5718,10,461,293,6482,0.07112002468373958
226,2691,4,300,337,3332,0.09003601440576231
227,16705,29,730,1145,18609,0.03922833037777419
228,2482,8,557,157,3204,0.17384519350811486
229,1088,4,19,61,1172,0.016211604095563138
230,1909,1,403,103,2416,0.1668046357615894
231,7222,5,81,294,7602,0.010655090765588003
232,51721,55,1380,2790,55946,0.024666642834161513
233,8890,11,896,498,10295,0.08703254006799417
234,18173,31,2224,1232,21660,0.10267774699907664
235,8784,9,663,514,9970,0.06649949849548646
236,4128,7,405,233,4773,0.08485229415461974
237,393,0,36,35,464,0.07758620689655173
238,3585,9,118,211,3923,0.030079021157277595
239,6657,17,314,430,7418,0.04232946885953087
240,2836,3,328,81,3248,0.10098522167487685
241,6054,6,792,384,7236,0.10945273631840796
242,9320,9,604,849,10782,0.056019291411611945
243,1568,2,149,88,1807,0.08245711123408965
244,2627,7,43,194,2871,0.014977359804946012
245,3123,7,244,221,3595,0.0678720445062587
246,5582,12,400,257,6251,0.0639897616381379
247,2786,10,468,252,3516,0.13310580204778158
248,17300,9,2722,1149,21180,0.12851746931067046
249,1593,0,133,121,1847,0.07200866269626421
250,8188,10,1424,941,10563,0.13481018650004734
251,4264,8,381,196,4849,0.0785729016292019
252,4120,3,753,146,5022,0.14994026284348866
253,1399,1,99,96,1595,0.06206896551724138
254,7246,12,373,183,7814,0.04773483491169695
255,7282,15,460,357,8114,0.05669213704707912
256,923,2,132,51,1108,0.11913357400722022
257,2463,7,202,247,2919,0.06920178143199726
258,3560,5,94,234,3893,0.024145902902645774
259,4501,10,359,275,5145,0.06977648202137998
260,5815,18,382,323,6538,0.05842765371673295
261,3919,11,801,246,4977,0.1609403254972875
262,4030,1,654,243,4928,0.13271103896103897
263,2377,1,174,141,2693,0.06461195692536205
264,946,3,102,55,1106,0.0922242314647378
265,6352,8,652,493,7505,0.08687541638907395
266,5641,8,468,493,6610,0.0708018154311649
267,17040,39,1060,1554,19693,0.05382623267150764
268,4817,8,180,117,5122,0.035142522452167126
269,792,1,85,25,903,0.09413067552602436
270,54110,47,5316,3822,63295,0.08398767675171814
271,944,0,220,22,1186,0.18549747048903878
272,2119,1,170,117,2407,0.07062733693394267
273,2024,0,309,144,2477,0.12474767864352039
274,4161,10,125,262,4558,0.027424308907415533
275,11159,14,969,752,12894,0.07515123313168916
276,1686,6,108,181,1981,0.05451792024230187
277,338,0,21,17,376,0.05585106382978723
278,8314,17,352,612,9295,0.0378698224852071
279,16156,10,2269,1102,19537,0.11613860879357117
280,1067,4,107,82,1260,0.08492063492063492
281,1319,8,132,92,1551,0.0851063829787234
282,5121,10,857,184,6172,0.13885288399222295
283,8033,10,789,408,9240,0.08538961038961039
284,26828,67,1944,1374,30213,0.064343163538874
285,6276,24,651,268,7219,0.09017869511012605
286,8731,29,930,221,9911,0.09383513268085965
287,5758,9,133,471,6371,0.020875843666614345
288,2686,11,117,140,2954,0.03960731211916046
289,2603,8,262,170,3043,0.08609924416694052
290,7857,20,1758,430,10065,0.17466467958271237
291,8885,13,1288,322,10508,0.12257327750285497
292,1207,2,293,91,1593,0.18392969240426868
293,8677,40,1116,685,10518,0.10610382201939532
294,8908,7,315,1164,10394,0.030305945737925725
295,3321,14,148,301,3784,0.039112050739957716
296,15750,22,1632,669,18073,0.0903004481823715
297,5588,15,434,280,6317,0.06870349849612158
298,3362,9,107,183,3661,0.0292269871619776
299,3149,3,369,155,3676,0.10038084874863983
300,13617,8,222,423,14270,0.015557112824106517
301,8057,5,1825,439,10326,0.1767383304280457
302,3843,5,750,150,4748,0.15796124684077506
303,2067,1,147,126,2341,0.06279367791542076
304,3444,8,329,176,3957,0.0831437958049027
305,25596,89,2338,1243,29266,0.07988792455409006
306,9906,7,680,372,10965,0.06201550387596899
307,675,2,96,29,802,0.11970074812967581
308,4094,6,263,227,4590,0.05729847494553377
309,2925,6,798,925,4654,0.17146540610227762
310,23539,95,2750,1269,27653,0.09944671464217264
311,5437,8,560,317,6322,0.08857956342929453
312,1994,5,85,102,2186,0.03888380603842635
313,5514,5,461,256,6236,0.07392559332905708
314,4161,13,312,219,4705,0.06631243358129649
315,1351,1,73,51,1476,0.0494579945799458
316,11661,19,1313,623,13616,0.09643066980023501
317,6551,31,303,404,7289,0.04156948826999588
318,39225,63,2876,2500,44664,0.06439190399426832
319,2076,6,252,104,2438,0.10336341263330599
320,8626,8,1176,653,10463,0.11239606231482366
321,2709,11,132,227,3079,0.04287106203312764
322,4045,2,689,245,4981,0.13832563742220438
323,25895,51,1965,1878,29789,0.06596394642317634
324,2472,9,107,206,2794,0.03829634931997137
325,2965,6,97,217,3285,0.029528158295281583
326,7249,16,1027,328,8620,0.1191415313225058
327,18197,43,1613,1007,20860,0.07732502396931927
328,880,2,61,88,1031,0.05916585838991271
329,3098,9,298,161,3566,0.08356702187324734
330,436,1,56,25,518,0.10810810810810811
331,84066,90,2311,5395,91862,0.02515730116914502
332,6082,7,149,578,6816,0.021860328638497652
333,10387,14,1476,351,12228,0.12070657507360157
334,1582,2,71,68,1723,0.0412071967498549
335,3725,9,204,190,4128,0.04941860465116279
336,1615,2,90,96,1803,0.04991680532445923
337,3202,1,252,117,3572,0.07054871220604703
338,1406,2,204,54,1666,0.12244897959183673
339,6964,5,229,545,7743,0.029575100090404236
340,2612,7,324,115,3058,0.10595160235448005
341,3317,4,262,223,3806,0.06883867577509196
342,8126,17,1491,476,10110,0.14747774480712167
343,1805,5,289,51,2150,0.1344186046511628
344,2796,1,106,168,3071,0.03451644415499837
345,2283,3,193,100,2579,0.07483520744474603
346,6001,8,290,335,6634,0.043714199577931864
347,30989,60,2396,1957,35402,0.06767979210214112
348,2292,5,133,128,2558,0.05199374511336982
349,2472,6,78,233,2789,0.027967013266403728
350,3907,8,381,354,4650,0.08193548387096775
351,2352,3,427,150,2932,0.1456343792633015
352,2320,7,101,140,2568,0.03933021806853582
353,784,0,60,73,917,0.06543075245365322
354,5303,5,789,307,6404,0.12320424734540912
355,7610,9,479,707,8805,0.05440090857467348
356,2677,8,120,176,2981,0.040254948004025494
357,2345,15,334,127,2821,0.11839773130095711
358,2468,5,124,172,2769,0.04478150957024196
359,12728,11,1181,584,14504,0.08142581356867071
360,2476,6,414,138,3034,0.13645352669742913
361,72546,211,4932,5113,82802,0.059563778652689546
362,2344,2,168,236,2750,0.06109090909090909
363,3611,7,610,186,4414,0.13819664703217036
364,2618,1,107,94,2820,0.03794326241134752
365,2148,1,198,125,2472,0.08009708737864078
366,5653,7,749,312,6721,0.11144174973962208
367,2128,6,76,111,2321,0.03274450667815597
368,4071,4,408,151,4634,0.0880448856279672
369,2817,0,192,195,3204,0.0599250936329588
370,4255,7,712,300,5274,0.13500189609404625
371,2539,3,315,177,3034,0.10382333553065261
372,2645,10,189,98,2942,0.06424201223657376
373,14101,7,416,754,15278,0.027228694855347558
374,2898,4,189,193,3284,0.05755176613885506
375,103305,238,3221,5441,112205,0.028706385633438795
376,3442,3,212,134,3791,0.05592192033764178
377,1222,2,85,95,1404,0.06054131054131054
378,1875,1,123,105,2104,0.05846007604562738
379,5043,5,113,352,5513,0.02049700707418828
380,31683,20,1053,1885,34641,0.030397505845674203
381,1220,0,250,146,1616,0.1547029702970297
382,2545,6,240,100,2891,0.08301625735039779
383,1946,6,116,167,2235,0.05190156599552573
384,6345,7,424,227,7003,0.06054548050835356
385,839,1,143,54,1037,0.13789778206364514
386,4900,6,611,444,5961,0.10249958060728066
387,11468,27,392,1271,13158,0.029791761665906673
388,6854,3,547,391,7795,0.07017318794098781
389,2515,2,151,145,2813,0.05367934589406328
390,16889,19,2605,1265,20778,0.12537299066320146
391,1073,4,166,77,1320,0.12575757575757576
392,859,4,33,58,954,0.03459119496855346
393,2902,2,80,221,3205,0.0249609984399376
394,914,2,141,68,1125,0.12533333333333332
395,2710,4,207,186,3107,0.06662375281622143
396,3952,4,1149,211,5316,0.21613995485327314
397,24600,17,2124,1065,27806,0.07638639142631087
398,3336,10,269,194,3809,0.07062221055395117
399,2598,4,343,203,3148,0.10895806861499364
400,3820,4,66,216,4106,0.01607403799318071
401,22755,40,1029,1723,25547,0.04027870200023486
402,7175,15,608,495,8293,0.07331484384420596
403,2678,6,294,206,3184,0.09233668341708542
404,2430,6,156,134,2726,0.05722670579603815
405,1361,2,106,86,1555,0.06816720257234726
406,5951,10,458,404,6823,0.06712589769895941
407,1451,6,85,156,1698,0.05005889281507656
408,573,1,115,28,717,0.1603905160390516
409,2111,2,153,115,2381,0.06425871482570349
410,1134,3,115,88,1340,0.08582089552238806
411,21580,20,2872,1593,26065,0.11018607327834261
412,53268,39,1545,2813,57665,0.026792681869418192
413,956,2,171,30,1159,0.14754098360655737
414,19320,16,460,1290,21086,0.02181542255524993
415,7116,19,1090,530,8755,0.12450028555111364
416,93595,119,4647,5616,103977,0.04469257624282293
417,2291,0,265,104,2660,0.09962406015037593
418,5784,7,449,283,6523,0.0688333588839491
419,2182,2,219,99,2502,0.08752997601918465
420,197190,247,7117,9200,213754,0.03329528336311835
421,3041,5,122,328,3496,0.03489702517162471
422,75485,150,9226,2549,87410,0.10554856423750143
423,12882,28,813,1130,14853,0.05473641688547768
424,21224,30,1492,1806,24552,0.06076898012381883
425,1450,2,201,68,1721,0.1167925624636839
426,1746,4,241,94,2085,0.11558752997601919
427,1396,7,94,56,1553,0.06052801030264005
428,4183,8,551,282,5024,0.10967356687898089
429,15595,10,1295,747,17647,0.07338357794525982
430,3579,3,374,205,4161,0.08988223984619081
431,13112,5,198,1319,14634,0.013530135301353014
432,2081,7,79,244,2411,0.032766486934881794
433,3108,3,362,197,3670,0.09863760217983651
434,3714,19,269,305,4307,0.062456466217785
435,9228,30,338,692,10288,0.03285381026438569
436,2748,5,128,170,3051,0.04195345788266142
437,73645,78,1874,4260,79857,0.023466947168062913
438,1385,0,216,96,1697,0.12728344136711844
439,906,4,67,52,1029,0.06511175898931001
440,561,0,49,46,656,0.07469512195121951
441,1699,7,155,72,1933,0.0801862390067253
442,6921,5,193,707,7826,0.024661385126501404
443,2042,7,203,135,2387,0.08504398826979472
444,18062,22,2091,1117,21292,0.09820589892917528
445,5878,16,844,350,7088,0.1190744920993228
446,2782,5,74,147,3008,0.024601063829787235
447,9322,12,1979,430,11743,0.16852593034148003
448,2470,5,88,104,2667,0.032995875515560553
449,10808,21,1279,600,12708,0.10064526282656594
450,5357,6,365,360,6088,0.059954007884362684
451,432,0,15,33,480,0.03125
452,2118,2,288,178,2586,0.11136890951276102
453,6397,5,1043,203,7648,0.1363755230125523
454,1807,1,60,144,2012,0.02982107355864811
455,3052,6,410,247,3715,0.11036339165545088
456,18406,21,2505,1324,22256,0.11255391804457225
457,12557,14,1142,1021,14734,0.07750780507669336
458,3975,6,305,260,4546,0.06709194896612407
459,1273,4,82,131,1490,0.05503355704697987
460,1577,3,286,138,2004,0.14271457085828343
461,150627,138,2514,9266,162545,0.015466486203820481
462,4351,5,177,232,4765,0.03714585519412382
463,3624,4,221,171,4020,0.054975124378109454
464,8152,26,571,462,9211,0.06199109760069482
465,47720,8,1092,2893,51713,0.021116547096474775
466,910,3,65,65,1043,0.062320230105465
467,39417,58,5222,2818,47515,0.10990213616752605
468,9881,18,1564,531,11994,0.13039853259963316
469,6428,5,2233,210,8876,0.25157728706624605
470,39975,32,2034,1297,43338,0.04693340717153537
471,15085,22,328,1004,16439,0.019952551858385546
472,3492,8,676,118,4294,0.1574289706567303
473,7534,21,486,575,8616,0.056406685236768804
474,55822,62,9296,2927,68107,0.13649110957757646
475,1902,6,155,152,2215,0.06997742663656885
476,3869,15,344,175,4403,0.07812854871678401
477,9398,24,510,864,10796,0.04723971841422749
478,7061,19,521,450,8051,0.06471245807974164
479,5729,9,614,315,6667,0.09209539523023849
480,2035,8,149,136,2328,0.06400343642611683
481,5435,12,254,527,6228,0.040783558124598586
482,1743,1,258,78,2080,0.12403846153846154
483,17602,58,843,1090,19593,0.043025570356760065
484,5779,15,342,452,6588,0.05191256830601093
485,6632,10,1752,516,8910,0.19663299663299663
486,534,1,37,32,604,0.061258278145695365
487,11013,6,83,427,11529,0.007199236707433429
488,559,1,59,14,633,0.09320695102685624
489,2235,2,465,167,2869,0.16207737887765772
490,1039,2,112,43,1196,0.09364548494983277
491,1931,4,138,144,2217,0.06224627875507442
492,3913,11,433,492,4849,0.08929676221901423
493,2547,4,101,401,3053,0.033082214215525714
494,2661,8,289,152,3110,0.09292604501607717
495,1597,9,61,97,1764,0.03458049886621315
496,8658,13,393,503,9567,0.04107870805895265
497,609,0,66,40,715,0.09230769230769231
498,2655,6,115,139,2915,0.03945111492281304
499,2863,6,364,117,3350,0.10865671641791044
500,7229,3,1032,369,8633,0.11954129503069616
501,28283,27,1058,1501,30869,0.03427386698629693
502,5504,7,625,475,6611,0.09453940402359703
503,32934,74,3452,1889,38349,0.09001538501655845
504,1314,1,225,74,1614,0.13940520446096655
505,2494,2,241,110,2847,0.08465050930804355
506,25430,30,1736,1358,28554,0.06079708622259578
507,4714,5,196,357,5272,0.03717754172989378
508,8674,18,1170,501,10363,0.11290166940075268
509,676,2,51,27,756,0.06746031746031746
510,7322,10,643,378,8353,0.07697833113851311
511,1793,1,102,150,2046,0.04985337243401759
512,1853,9,67,148,2077,0.03225806451612903
513,4660,3,852,197,5712,0.14915966386554622
514,4714,10,697,230,5651,0.12334100159263847
515,1518,6,263,81,1868,0.14079229122055675
516,2603,4,99,149,2855,0.03467600700525394
517,1244,5,65,57,1371,0.04741064916119621
518,2160,5,190,62,2417,0.07860984691766652
519,5271,1,407,345,6024,0.06756308100929614
520,3138,3,451,180,3772,0.11956521739130435
521,4913,7,231,214,5365,0.04305684995340168
522,5759,21,550,386,6716,0.08189398451459202
523,33264,37,1705,2153,37159,0.045883904303129795
524,11676,17,346,1053,13092,0.02642835319278949
525,6199,8,863,391,7461,0.11566814099986597
526,1477,2,52,184,1715,0.030320699708454812
527,53813,43,1339,3440,58635,0.02283618998891447
528,6751,5,608,417,7781,0.07813905667651973
529,1487,2,202,84,1775,0.11380281690140845
530,4891,7,378,575,5851,0.06460434113826696
531,723,1,85,51,860,0.09883720930232558
532,2365,2,136,120,2623,0.05184902783072817
533,19821,30,1477,1238,22566,0.06545245058938226
534,14339,21,1001,734,16095,0.06219322771046909
535,8510,9,308,680,9507,0.032397181024508254
536,4235,1,556,458,5250,0.1059047619047619
537,1634,1,212,94,1941,0.10922205048943844
538,6349,8,880,380,7617,0.11553104896941054
539,4603,5,116,195,4919,0.02358202886765603
540,6003,22,185,532,6742,0.02743992880450905
541,45702,111,1436,4252,51501,0.027882953729053805
542,1518,10,376,56,1960,0.19183673469387755
543,2766,2,142,204,3114,0.045600513808606295
544,3542,2,195,218,3957,0.04927975739196361
545,1617,4,83,98,1802,0.04605993340732519
546,12788,18,2844,369,16019,0.17753917223297336
547,27979,47,1329,2044,31399,0.04232618873212523
548,2840,2,118,114,3074,0.038386467143786594
549,2599,1,309,226,3135,0.09856459330143541
550,4445,8,723,190,5366,0.13473723443906074
551,5034,1,253,240,5528,0.04576700434153401
552,3995,6,171,255,4427,0.03862660944206009
553,954,5,107,49,1115,0.09596412556053811
554,8712,8,220,606,9546,0.023046302116069558
555,2321,5,418,151,2895,0.1443868739205527
556,26156,53,1218,1217,28644,0.04252199413489736
557,5474,15,590,274,6353,0.09286951046749567
558,4340,14,417,179,4950,0.08424242424242424
559,445,0,70,28,543,0.1289134438305709
560,2921,5,142,232,3300,0.04303030303030303
561,9748,11,1975,339,12073,0.16358817195394681
562,1281,2,131,60,1474,0.08887381275440977
563,5858,7,938,448,7251,0.12936146738380913
564,1697,1,151,164,2013,0.07501241927471436
565,7651,16,693,314,8674,0.07989393590039198
566,17967,18,438,383,18806,0.023290439221525044
567,61835,129,1889,5122,68975,0.027386734324030444
568,682,2,43,46,773,0.055627425614489
569,993,1,219,45,1258,0.1740858505564388
570,1557,3,116,70,1746,0.06643757159221077
571,5814,3,74,265,6156,0.012020792722547108
572,2304,1,244,201,2750,0.08872727272727272
573,4137,9,483,449,5078,0.09511618747538401
574,10913,24,944,314,12195,0.07740877408774088
575,4159,3,559,275,4996,0.11188951160928742
576,3795,9,100,334,4238,0.023596035865974516
577,4434,9,690,258,5391,0.12799109627156371
578,25028,23,2816,1173,29040,0.09696969696969697
579,3156,12,298,184,3650,0.08164383561643836
580,396,4,47,25,472,0.09957627118644068
581,1191,1,51,54,1297,0.03932151117964534
582,3340,7,66,144,3557,0.018554962046668542
583,2538,6,485,123,3152,0.15387055837563451
584,2930,1,437,165,3533,0.12369091423719218
585,4403,8,1887,200,6498,0.2903970452446907
586,57318,62,3398,2863,63641,0.05339325277729765
587,7744,15,681,526,8966,0.07595360249832701
588,6039,24,931,535,7529,0.12365519989374418
589,3125,4,131,174,3434,0.03814793244030285
590,14582,4,1070,353,16009,0.06683740396027235
591,13142,6,165,982,14295,0.011542497376705142
592,1641,6,127,103,1877,0.06766116142781034
593,1392,3,231,128,1754,0.13169897377423034
594,8679,14,1263,535,10491,0.12038890477552187
595,8512,6,680,270,9468,0.07182087029995775
596,3790,10,432,155,4387,0.09847276042853886
597,5094,4,246,217,5561,0.04423664808487682
